,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.127166223526001,0.049082671406846176,0.0011219501495361329,0.00028108991936076,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 25}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5,9.288792252416251e-17
12,0.12746000289916992,0.043540210664883325,0.00128021240234375,0.000256065887187188,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 30}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5000000000000001,0.49999999999999994,0.5029411764705882,0.49760765550239233,0.5029239766081871,0.5006945617162335,0.002025408133849296
13,0.13832664489746094,0.02482666021908428,0.0010306358337402344,2.411749767489052e-05,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 35}",0.5,0.8644901610017889,0.49999999999999994,0.5,0.49999999999999994,0.5730518255172362,0.14591128274691884,88,0.5000000000000001,0.8113706726709823,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5622741345341965,0.12454826906839288
14,0.14731078147888182,0.02610636380455139,0.0011146068572998047,0.0003472664941678049,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 40}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5,9.288792252416251e-17
15,0.16280226707458495,0.025680565880694502,0.0011957168579101562,0.00022576023323359258,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 45}",0.5370776656428258,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.5075094006365216,0.0149010049345399,149,0.5588235294117647,0.49999999999999994,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.511764705882353,0.02352941176470588
16,0.24553828239440917,0.08336460749343157,0.0012244224548339845,0.00018053552295260614,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 50}",0.5021939447125933,0.9150268336314848,0.8993738819320215,0.8713369963369965,0.49999999999999994,0.7373087854991976,0.193701708912464,5,0.5088235294117648,0.9516464959189417,0.9409794539825499,0.8968633705475809,0.4981392876129718,0.7592904274947617,0.20970057651936908
17,0.21371850967407227,0.084840251556606,0.0011432647705078125,4.291836410069919e-05,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 55}",0.5,0.49999999999999983,0.49999999999999994,0.5476190476190477,0.8736263736263739,0.583538121512805,0.14544688752060791,82,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.6321105794790005,0.9130781499202553,0.6090377458798513,0.16039988342827635
18,0.26529455184936523,0.08478530178985179,0.00115203857421875,4.7155072463066877e-05,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 60}",0.5116279069767442,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.5023550191345304,0.0046730962220746745,165,0.5058823529411764,0.49999999999999994,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5011764705882353,0.0023529411764705685
19,0.03920779228210449,0.0025954847426977435,0.0007197856903076172,1.9223103218011932e-05,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5000000000000001,0.5029411764705882,0.5034900084435687,0.5000000000000001,0.5034556087187666,0.5019773587265848,0.0016261716955189044
20,0.03949580192565918,0.0012611221144613381,0.0007441520690917968,1.725359993848522e-05,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",0.4833260201842913,0.5020125223613594,0.49999999999999994,0.511904761904762,0.49999999999999994,0.49938720502335177,0.009211399944343905,364,0.4829185520361991,0.5005488319729806,0.49999999999999994,0.5175438596491229,0.5029239766081871,0.500787044053298,0.011002877259687962
21,0.04394845962524414,0.0047208262490691134,0.0007596492767333984,8.789240691246266e-05,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 4}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5,9.288792252416251e-17
22,0.07604312896728516,0.012931251105287103,0.0010692119598388673,0.00021119653350900908,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 5}",0.6015796401930672,0.6057692307692304,0.7461985688729874,0.6506410256410257,0.7586996336996338,0.672292422790226,0.06758688157272476,18,0.5603506787330317,0.6107936954686181,0.7863495637489444,0.677565124933546,0.6778309409888358,0.6625780007745952,0.07603776104628605
23,0.06288928985595703,0.02166217470216233,0.0007452011108398437,1.9628438503649213e-05,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 6}",0.540587977182975,0.7799642218246869,0.49999999999999994,0.8475274725274726,0.5238095238095237,0.6379719926974441,0.14515540606186267,39,0.55039592760181,0.7448916408668729,0.4931747818744722,0.7509303561935141,0.577618288144604,0.6234021989362547,0.10526953755969973
24,0.05778193473815918,0.0020432940547833,0.0007575035095214843,1.4066615346902689e-05,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 7}",0.7275120666959193,0.49999999999999983,0.49999999999999994,0.7710622710622712,0.8063186813186813,0.6605801011110078,0.13370200694565373,23,0.7620757918552038,0.5010976639459611,0.5010976639459611,0.7110579479000533,0.7421584263689527,0.6434974988032265,0.11740070734724549
25,0.06429505348205566,0.006928671918754679,0.0010797977447509766,0.0001153363522244342,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 8}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.49759615384615385,0.49999999999999994,0.4957641429777652,0.5015948963317386,0.5034556087187666,0.4996821603748849,0.002745934334026174
26,0.0574094295501709,0.009561223126043019,0.0008641719818115234,0.00011820365164003858,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 9}",0.7507678806494077,0.4999999999999996,0.4999999999999998,0.9189560439560441,0.8232600732600734,0.6979789695372535,0.17050534774993534,13,0.7770361990950226,0.5,0.5,0.8482190324295588,0.7581073896863372,0.6766725242421837,0.1473492929439194
27,0.058643245697021486,0.0008076016352182304,0.0007788658142089844,3.561255371121646e-05,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 10}",0.5813953488372093,0.6625670840787117,0.7294275491949912,0.6199633699633701,0.5544871794871794,0.6296451377589146,0.06183070908637402,52,0.6126131221719457,0.6922600619195045,0.694736842105263,0.5010632642211591,0.5821371610845295,0.6165620903004804,0.07263900282008098
