,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
49,0.23924379348754882,0.07373395614404842,0.008999776840209962,0.0041285721934824935,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 25}",0.7871873628784556,0.7166815742397137,0.7338998211091236,0.7696886446886448,0.8058608058608059,0.762609425624725,0.03303364184220547,368,0.8621040723981902,0.8436391781593019,0.770419363917816,0.7030834662413612,0.8421052631578949,0.8042702687749127,0.059516047305278146
50,0.1442018508911133,0.009811554716550352,0.005482816696166992,0.00018619661276056567,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 30}",0.8903027643703378,0.7551431127012523,0.8108228980322004,0.8228021978021979,0.853937728937729,0.8266864757653661,0.04523498608853695,319,0.8826923076923078,0.7888122713200112,0.8581902617506332,0.792929292929293,0.8718766613503457,0.8389001590085181,0.03999856766939433
51,0.1724388599395752,0.034232961072189906,0.0058400630950927734,0.0006839594025386626,0.1,"(25,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 35}",0.7582272926722246,0.8381037567084079,0.7723613595706619,0.825091575091575,0.7051282051282051,0.7797988723284905,0.04795010212908501,357,0.7608880090497738,0.9093301435406698,0.7784970447509147,0.8219032429558747,0.7150451887293994,0.7971327258053265,0.06572848836026648
52,0.1578887939453125,0.033906089730146055,0.006215858459472656,0.001271504655601903,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 40}",0.733435717419921,0.8184257602862255,0.6869409660107332,0.9093406593406594,0.887820512820513,0.8066515148811682,0.0859267859347795,349,0.785888009049774,0.8687025049254151,0.8017590768364762,0.8413078149920254,0.8676236044657099,0.8330562020538801,0.033876250713849705
53,0.17334418296813964,0.032303594797294805,0.007388162612915039,0.0037946872640089004,0.1,"(25,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 45}",0.7733655111891181,0.8396690518783542,0.849284436493739,0.7989926739926742,0.8470695970695973,0.8215686159269149,0.030335589251846585,332,0.862358597285068,0.8983112862369829,0.8734871939206305,0.8328017012227539,0.9000531632110579,0.8734023883752986,0.02490423780369174
54,0.1620420455932617,0.030865194832765286,0.0061585426330566405,0.0008884281878509201,0.1,"(25,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 50}",0.782141290039491,0.7546958855098391,0.8088103756708409,0.9116300366300366,0.7820512820512823,0.8076470519240502,0.05448065267296568,345,0.7979638009049773,0.8070925978046719,0.8420349000844357,0.9114832535885168,0.799308878256247,0.8315766861277698,0.04304635134682079
55,0.18853425979614258,0.022476703285490656,0.006377267837524414,0.0017092820489971992,0.1,"(25,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 55}",0.8859148749451512,0.8108228980322003,0.8396690518783543,0.7220695970695972,0.8063186813186815,0.8133186949466991,0.05356059131336829,337,0.890412895927602,0.9225865465803545,0.9119195046439629,0.7206273258904838,0.8088782562466774,0.8508849058578161,0.07636806306401377
56,0.17082467079162597,0.03316105497794078,0.007009267807006836,0.0018081752245225943,0.1,"(25,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 60}",0.8154892496709083,0.5740161001788905,0.7875670840787121,0.8997252747252747,0.6932234432234431,0.7539547467511792,0.11148068789039163,369,0.8682409502262446,0.7191246833661695,0.8946242611877288,0.9045720361509835,0.7070707070707072,0.8187265276003668,0.0871425785514648
57,0.1325150489807129,0.010458159813464363,0.006712770462036133,0.0013827939571984902,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 2}",1.0,1.0,1.0,1.0,0.9326923076923078,0.9866520610191496,0.026837501650273286,21,1.0,1.0,1.0,1.0,0.8899521531100478,0.9779904306220096,0.04401913875598087
58,0.17532734870910643,0.03399276231645149,0.007790184020996094,0.0018560675072860585,0.1,"(25, 25)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 3}",0.9186046511627907,0.9767441860465116,0.9883720930232559,0.9761904761904762,1.0,0.9718016830910561,0.028188357952248902,29,0.9764705882352943,0.961764705882353,0.9588235294117646,0.9619883040935672,1.0,0.9718094255245958,0.015378031368003055
59,0.13420095443725585,0.016073662007446872,0.005558443069458008,0.00017297213854662537,0.1,"(25, 25)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 4}",0.9056603773584907,0.4999999999999996,0.9903846153846154,0.9615384615384616,0.9230769230769232,0.8558729553624466,0.18061212940460925,253,0.935096153846154,0.5,0.9712918660287081,0.9760765550239233,0.8803827751196173,0.8525694700036806,0.17957643054382438
60,0.1551896572113037,0.03310450547000819,0.006360578536987305,0.001502940650894958,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 5}",0.5116279069767442,0.49999999999999983,0.49999999999999994,0.9761904761904762,0.9642857142857144,0.6888629556424669,0.2282002574002232,373,0.5058823529411764,0.5088235294117647,0.49999999999999994,0.9619883040935672,0.9649122807017544,0.6883212934296525,0.22466175946024974
61,0.16643743515014647,0.03163422873895629,0.00645742416381836,0.0016729490295151583,0.1,"(25, 25)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 6}",0.9528301886792452,0.9423076923076924,0.9519230769230771,0.9903846153846153,0.9230769230769232,0.9520865101382179,0.021841408004364085,66,0.9639423076923077,0.9449760765550239,0.964114832535885,0.9736842105263156,0.8827751196172248,0.9458985093853514,0.03290857484762008
62,0.1799017906188965,0.04005005077870598,0.006336069107055664,0.0020949170624048126,0.1,"(25, 25)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 7}",0.8903027643703378,0.9114490161001787,0.9033989266547408,0.9642857142857142,0.9281135531135531,0.9193357617654027,0.025496204808238346,113,0.9697963800904977,0.9461159583450605,0.9007036307345905,0.9524189261031366,0.9082934609250399,0.9354656712396651,0.026556232826033442
63,0.16383576393127441,0.025352893190115716,0.00652623176574707,0.001982353197166172,0.1,"(25, 25)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 8}",0.8997367266344888,0.9478980322003577,0.8957960644007157,0.8997252747252747,0.9473443223443225,0.9180384115159388,0.024135305795881835,124,0.9489536199095023,0.9431747818744722,0.9242330424992964,0.8971291866028709,0.9247740563530038,0.9276529374478292,0.01814568671172395
64,0.15157761573791503,0.033978942247154864,0.006489181518554687,0.001457522711346522,0.1,"(25, 25)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 9}",0.8940324703817465,0.9326923076923077,0.9306797853309483,0.8727106227106227,0.9450549450549451,0.9150156737633341,0.027108043222997716,129,0.8565610859728507,0.9563889670700816,0.9238390092879256,0.9098883572567784,0.9486975013290803,0.9190749841833433,0.03545392604459506
65,0.14405536651611328,0.015679096865968568,0.0055218696594238285,0.00017991841312407374,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 10}",0.8641948222904783,0.897808586762075,0.9306797853309483,0.9184981684981685,0.7797619047619049,0.8782817408758863,0.05396733221832705,221,0.8947398190045249,0.8975654376583169,0.9323107233323951,0.9021796916533759,0.8253588516746413,0.8904309046646508,0.035201686299125685
